id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
150964,2,11,Late night snack;Week day lunch;Week day dinner,16,Star Wars,Sprite,Teachers;Siblings,A lot (hot),Shawarma
151101,3,12,Week day lunch,5,The Godfather,Pepsi,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
151238,4,13,Week day dinner;Weekend lunch,6,The Matrix,Orange Juice,Teachers;Siblings,A little (mild),Sushi
151375,5,3,Weekend lunch;Weekend dinner;At a party,7,Jurassic Park,Iced Tea,Parents;Friends,A moderate amount (medium),Shawarma
151512,1,4,Weekend dinner,8,Toy Story,Lemonade,Teachers;Siblings,A lot (hot),Pizza
151649,2,5,At a party;Late night snack,9,Avengers,Coffee,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
151786,3,6,Late night snack;Week day lunch;Week day dinner,10,Inception,Tea,Teachers;Siblings,A little (mild),Shawarma
151923,4,7,Week day lunch,11,Titanic,Water,Parents;Friends,A moderate amount (medium),Pizza
152060,5,8,Week day dinner;Weekend lunch,12,Star Wars,Coke,Teachers;Siblings,A lot (hot),Sushi
152197,1,9,Weekend lunch;Weekend dinner;At a party,13,The Godfather,Sprite,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
152334,2,10,Weekend dinner,14,The Matrix,Pepsi,Teachers;Siblings,A little (mild),Pizza
152471,3,11,At a party;Late night snack,15,Jurassic Park,Orange Juice,Parents;Friends,A moderate amount (medium),Sushi
152608,4,12,Late night snack;Week day lunch;Week day dinner,16,Toy Story,Iced Tea,Teachers;Siblings,A lot (hot),Shawarma
152745,5,13,Week day lunch,5,Avengers,Lemonade,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
152882,1,3,Week day dinner;Weekend lunch,6,Inception,Coffee,Teachers;Siblings,A little (mild),Sushi
153019,2,4,Weekend lunch;Weekend dinner;At a party,7,Titanic,Tea,Parents;Friends,A moderate amount (medium),Shawarma
153156,3,5,Weekend dinner,8,Star Wars,Water,Teachers;Siblings,A lot (hot),Pizza
153293,4,6,At a party;Late night snack,9,The Godfather,Coke,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
153430,5,7,Late night snack;Week day lunch;Week day dinner,10,The Matrix,Sprite,Teachers;Siblings,A little (mild),Shawarma
153567,1,8,Week day lunch,11,Jurassic Park,Pepsi,Parents;Friends,A moderate amount (medium),Pizza
153704,2,9,Week day dinner;Weekend lunch,12,Toy Story,Orange Juice,Teachers;Siblings,A lot (hot),Sushi
153841,3,10,Weekend lunch;Weekend dinner;At a party,13,Avengers,Iced Tea,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
153978,4,11,Weekend dinner,14,Inception,Lemonade,Teachers;Siblings,A little (mild),Pizza
154115,5,12,At a party;Late night snack,15,Titanic,Coffee,Parents;Friends,A moderate amount (medium),Sushi
154252,1,13,Late night snack;Week day lunch;Week day dinner,16,Star Wars,Tea,Teachers;Siblings,A lot (hot),Shawarma
154389,2,3,Week day lunch,5,The Godfather,Water,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
154526,3,4,Week day dinner;Weekend lunch,6,The Matrix,Coke,Teachers;Siblings,A little (mild),Sushi
154663,4,5,Weekend lunch;Weekend dinner;At a party,7,Jurassic Park,Sprite,Parents;Friends,A moderate amount (medium),Shawarma
154800,5,6,Weekend dinner,8,Toy Story,Pepsi,Teachers;Siblings,A lot (hot),Pizza
154937,1,7,At a party;Late night snack,9,Avengers,Orange Juice,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
155074,2,8,Late night snack;Week day lunch;Week day dinner,10,Inception,Iced Tea,Teachers;Siblings,A little (mild),Shawarma
155211,3,9,Week day lunch,11,Titanic,Lemonade,Parents;Friends,A moderate amount (medium),Pizza
155348,4,10,Week day dinner;Weekend lunch,12,Star Wars,Coffee,Teachers;Siblings,A lot (hot),Sushi
155485,5,11,Weekend lunch;Weekend dinner;At a party,13,The Godfather,Tea,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
155622,1,12,Weekend dinner,14,The Matrix,Water,Teachers;Siblings,A little (mild),Pizza
155759,2,13,At a party;Late night snack,15,Jurassic Park,Coke,Parents;Friends,A moderate amount (medium),Sushi
155896,3,3,Late night snack;Week day lunch;Week day dinner,16,Toy Story,Sprite,Teachers;Siblings,A lot (hot),Shawarma
156033,4,4,Week day lunch,5,Avengers,Pepsi,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
156170,5,5,Week day dinner;Weekend lunch,6,Inception,Orange Juice,Teachers;Siblings,A little (mild),Sushi
156307,1,6,Weekend lunch;Weekend dinner;At a party,7,Titanic,Iced Tea,Parents;Friends,A moderate amount (medium),Shawarma
156444,2,7,Weekend dinner,8,Star Wars,Lemonade,Teachers;Siblings,A lot (hot),Pizza
156581,3,8,At a party;Late night snack,9,The Godfather,Coffee,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
156718,4,9,Late night snack;Week day lunch;Week day dinner,10,The Matrix,Tea,Teachers;Siblings,A little (mild),Shawarma
156855,5,10,Week day lunch,11,Jurassic Park,Water,Parents;Friends,A moderate amount (medium),Pizza
156992,1,11,Week day dinner;Weekend lunch,12,Toy Story,Coke,Teachers;Siblings,A lot (hot),Sushi
157129,2,12,Weekend lunch;Weekend dinner;At a party,13,Avengers,Sprite,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
157266,3,13,Weekend dinner,14,Inception,Pepsi,Teachers;Siblings,A little (mild),Pizza
157403,4,3,At a party;Late night snack,15,Titanic,Orange Juice,Parents;Friends,A moderate amount (medium),Sushi
157540,5,4,Late night snack;Week day lunch;Week day dinner,16,Star Wars,Iced Tea,Teachers;Siblings,A lot (hot),Shawarma
157677,1,5,Week day lunch,5,The Godfather,Lemonade,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
157814,2,6,Week day dinner;Weekend lunch,6,The Matrix,Coffee,Teachers;Siblings,A little (mild),Sushi
157951,3,7,Weekend lunch;Weekend dinner;At a party,7,Jurassic Park,Tea,Parents;Friends,A moderate amount (medium),Shawarma
158088,4,8,Weekend dinner,8,Toy Story,Water,Teachers;Siblings,A lot (hot),Pizza
158225,5,9,At a party;Late night snack,9,Avengers,Coke,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
158362,1,10,Late night snack;Week day lunch;Week day dinner,10,Inception,Sprite,Teachers;Siblings,A little (mild),Shawarma
158499,2,11,Week day lunch,11,Titanic,Pepsi,Parents;Friends,A moderate amount (medium),Pizza
158636,3,12,Week day dinner;Weekend lunch,12,Star Wars,Orange Juice,Teachers;Siblings,A lot (hot),Sushi
158773,4,13,Weekend lunch;Weekend dinner;At a party,13,The Godfather,Iced Tea,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
158910,5,3,Weekend dinner,14,The Matrix,Lemonade,Teachers;Siblings,A little (mild),Pizza
159047,1,4,At a party;Late night snack,15,Jurassic Park,Coffee,Parents;Friends,A moderate amount (medium),Sushi
159184,2,5,Late night snack;Week day lunch;Week day dinner,16,Toy Story,Tea,Teachers;Siblings,A lot (hot),Shawarma
159321,3,6,Week day lunch,5,Avengers,Water,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
159458,4,7,Week day dinner;Weekend lunch,6,Inception,Coke,Teachers;Siblings,A little (mild),Sushi
159595,5,8,Weekend lunch;Weekend dinner;At a party,7,Titanic,Sprite,Parents;Friends,A moderate amount (medium),Shawarma
159732,1,9,Weekend dinner,8,Star Wars,Pepsi,Teachers;Siblings,A lot (hot),Pizza
159869,2,10,At a party;Late night snack,9,The Godfather,Orange Juice,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
160006,3,11,Late night snack;Week day lunch;Week day dinner,10,The Matrix,Iced Tea,Teachers;Siblings,A little (mild),Shawarma
160143,4,12,Week day lunch,11,Jurassic Park,Lemonade,Parents;Friends,A moderate amount (medium),Pizza
160280,5,13,Week day dinner;Weekend lunch,12,Toy Story,Coffee,Teachers;Siblings,A lot (hot),Sushi
160417,1,3,Weekend lunch;Weekend dinner;At a party,13,Avengers,Tea,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
160554,2,4,Weekend dinner,14,Inception,Water,Teachers;Siblings,A little (mild),Pizza
160691,3,5,At a party;Late night snack,15,Titanic,Coke,Parents;Friends,A moderate amount (medium),Sushi
160828,4,6,Late night snack;Week day lunch;Week day dinner,16,Star Wars,Sprite,Teachers;Siblings,A lot (hot),Shawarma
160965,5,7,Week day lunch,5,The Godfather,Pepsi,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
161102,1,8,Week day dinner;Weekend lunch,6,The Matrix,Orange Juice,Teachers;Siblings,A little (mild),Sushi
161239,2,9,Weekend lunch;Weekend dinner;At a party,7,Jurassic Park,Iced Tea,Parents;Friends,A moderate amount (medium),Shawarma
161376,3,10,Weekend dinner,8,Toy Story,Lemonade,Teachers;Siblings,A lot (hot),Pizza
161513,4,11,At a party;Late night snack,9,Avengers,Coffee,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
161650,5,12,Late night snack;Week day lunch;Week day dinner,10,Inception,Tea,Teachers;Siblings,A little (mild),Shawarma
161787,1,13,Week day lunch,11,Titanic,Water,Parents;Friends,A moderate amount (medium),Pizza
161924,2,3,Week day dinner;Weekend lunch,12,Star Wars,Coke,Teachers;Siblings,A lot (hot),Sushi
162061,3,4,Weekend lunch;Weekend dinner;At a party,13,The Godfather,Sprite,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
162198,4,5,Weekend dinner,14,The Matrix,Pepsi,Teachers;Siblings,A little (mild),Pizza
162335,5,6,At a party;Late night snack,15,Jurassic Park,Orange Juice,Parents;Friends,A moderate amount (medium),Sushi
162472,1,7,Late night snack;Week day lunch;Week day dinner,16,Toy Story,Iced Tea,Teachers;Siblings,A lot (hot),Shawarma
162609,2,8,Week day lunch,5,Avengers,Lemonade,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
162746,3,9,Week day dinner;Weekend lunch,6,Inception,Coffee,Teachers;Siblings,A little (mild),Sushi
162883,4,10,Weekend lunch;Weekend dinner;At a party,7,Titanic,Tea,Parents;Friends,A moderate amount (medium),Shawarma
163020,5,11,Weekend dinner,8,Star Wars,Water,Teachers;Siblings,A lot (hot),Pizza
163157,1,12,At a party;Late night snack,9,The Godfather,Coke,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
163294,2,13,Late night snack;Week day lunch;Week day dinner,10,The Matrix,Sprite,Teachers;Siblings,A little (mild),Shawarma
163431,3,3,Week day lunch,11,Jurassic Park,Pepsi,Parents;Friends,A moderate amount (medium),Pizza
163568,4,4,Week day dinner;Weekend lunch,12,Toy Story,Orange Juice,Teachers;Siblings,A lot (hot),Sushi
163705,5,5,Weekend lunch;Weekend dinner;At a party,13,Avengers,Iced Tea,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
163842,1,6,Weekend dinner,14,Inception,Lemonade,Teachers;Siblings,A little (mild),Pizza
163979,2,7,At a party;Late night snack,15,Titanic,Coffee,Parents;Friends,A moderate amount (medium),Sushi
164116,3,8,Late night snack;Week day lunch;Week day dinner,16,Star Wars,Tea,Teachers;Siblings,A lot (hot),Shawarma
164253,4,9,Week day lunch,5,The Godfather,Water,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
164390,5,10,Week day dinner;Weekend lunch,6,The Matrix,Coke,Teachers;Siblings,A little (mild),Sushi
164527,1,11,Weekend lunch;Weekend dinner;At a party,7,Jurassic Park,Sprite,Parents;Friends,A moderate amount (medium),Shawarma
164664,2,12,Weekend dinner,8,Toy Story,Pepsi,Teachers;Siblings,A lot (hot),Pizza
164801,3,13,At a party;Late night snack,9,Avengers,Orange Juice,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
164938,4,3,Late night snack;Week day lunch;Week day dinner,10,Inception,Iced Tea,Teachers;Siblings,A little (mild),Shawarma
165075,5,4,Week day lunch,11,Titanic,Lemonade,Parents;Friends,A moderate amount (medium),Pizza
165212,1,5,Week day dinner;Weekend lunch,12,Star Wars,Coffee,Teachers;Siblings,A lot (hot),Sushi
165349,2,6,Weekend lunch;Weekend dinner;At a party,13,The Godfather,Tea,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
165486,3,7,Weekend dinner,14,The Matrix,Water,Teachers;Siblings,A little (mild),Pizza
165623,4,8,At a party;Late night snack,15,Jurassic Park,Coke,Parents;Friends,A moderate amount (medium),Sushi
165760,5,9,Late night snack;Week day lunch;Week day dinner,16,Toy Story,Sprite,Teachers;Siblings,A lot (hot),Shawarma
165897,1,10,Week day lunch,5,Avengers,Pepsi,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
166034,2,11,Week day dinner;Weekend lunch,6,Inception,Orange Juice,Teachers;Siblings,A little (mild),Sushi
166171,3,12,Weekend lunch;Weekend dinner;At a party,7,Titanic,Iced Tea,Parents;Friends,A moderate amount (medium),Shawarma
166308,4,13,Weekend dinner,8,Star Wars,Lemonade,Teachers;Siblings,A lot (hot),Pizza
166445,5,3,At a party;Late night snack,9,The Godfather,Coffee,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
166582,1,4,Late night snack;Week day lunch;Week day dinner,10,The Matrix,Tea,Teachers;Siblings,A little (mild),Shawarma
166719,2,5,Week day lunch,11,Jurassic Park,Water,Parents;Friends,A moderate amount (medium),Pizza
166856,3,6,Week day dinner;Weekend lunch,12,Toy Story,Coke,Teachers;Siblings,A lot (hot),Sushi
166993,4,7,Weekend lunch;Weekend dinner;At a party,13,Avengers,Sprite,Parents;Friends,I will have some of this food item with my hot sauce,Shawarma
167130,5,8,Weekend dinner,14,Inception,Pepsi,Teachers;Siblings,A little (mild),Pizza
167267,1,9,At a party;Late night snack,15,Titanic,Orange Juice,Parents;Friends,A moderate amount (medium),Sushi
167404,2,10,Late night snack;Week day lunch;Week day dinner,16,Star Wars,Iced Tea,Teachers;Siblings,A lot (hot),Shawarma
167541,3,11,Week day lunch,5,The Godfather,Lemonade,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
167678,4,12,Week day dinner;Weekend lunch,6,The Matrix,Coffee,Teachers;Siblings,A little (mild),Sushi
167815,5,13,Weekend lunch;Weekend dinner;At a party,7,Jurassic Park,Tea,Parents;Friends,A moderate amount (medium),Shawarma
167952,1,3,Weekend dinner,8,Toy Story,Water,Teachers;Siblings,A lot (hot),Pizza
168089,2,4,At a party;Late night snack,9,Avengers,Coke,Parents;Friends,A little (mild),Sushi
168226,3,5,Late night snack;Week day lunch;Week day dinner,10,Inception,Sprite,Teachers;Siblings,A moderate amount (medium),Shawarma
168363,4,6,Week day lunch,11,Titanic,Pepsi,Parents;Friends,A lot (hot),Pizza
168500,5,7,Week day dinner;Weekend lunch,12,Star Wars,Orange Juice,Teachers;Siblings,A little (mild),Sushi
100791,1,3,Week day dinner,3,Inception,Coke,Parents;Friends,None,Pizza
101582,2,4,Weekend lunch;Late night snack,4,The Godfather,Sprite,Siblings,A little (mild),Sushi
102373,3,5,Weekend dinner;At a party,5,Toy Story,Water,Friends;Teachers,A moderate amount (medium),Shawarma
103164,4,6,Week day lunch;Weekend dinner,6,Titanic,Lemonade,Parents;Siblings;Friends,A lot (hot),Pizza
103955,5,7,Late night snack,7,Pulp Fiction,Iced tea,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
104746,1,8,Week day lunch;At a party,8,Finding Nemo,Root Beer,Parents;Friends,None,Shawarma
105537,2,9,Week day dinner,9,Star Wars,Diet Coke,Siblings,A little (mild),Pizza
108328,3,10,Weekend lunch;Late night snack,10,Lord of the Rings,Orange Juice,Friends;Teachers,A moderate amount (medium),Sushi
107119,4,11,Weekend dinner;At a party,11,The Matrix,Milk,Parents;Siblings;Friends,A lot (hot),Shawarma
107910,5,12,Week day lunch;Weekend dinner,12,Back to the Future,Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
108701,1,3,Week day dinner,3,Titanic,Sprite,Parents;Friends,None,Sushi
109492,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Water,Siblings,A little (mild),Shawarma
110283,3,5,Weekend dinner;At a party,5,Finding Nemo,Lemonade,Friends;Teachers,A moderate amount (medium),Pizza
111074,4,6,Week day lunch;Weekend dinner,6,Star Wars,Iced tea,Parents;Siblings;Friends,A lot (hot),Sushi
111865,5,7,Late night snack,7,Lord of the Rings,Root Beer,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
112656,1,8,Week day lunch;At a party,8,The Matrix,Diet Coke,Parents;Friends,None,Pizza
113447,2,9,Week day dinner,9,Back to the Future,Orange Juice,Siblings,A little (mild),Sushi
114238,3,10,Weekend lunch;Late night snack,10,Inception,Milk,Friends;Teachers,A moderate amount (medium),Shawarma
115029,4,11,Weekend dinner;At a party,11,The Godfather,Coke,Parents;Siblings;Friends,A lot (hot),Pizza
115820,5,12,Week day lunch;Weekend dinner,12,Toy Story,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
116611,1,3,Week day dinner,3,Titanic,Water,Parents;Friends,None,Shawarma
117402,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Lemonade,Siblings,A little (mild),Pizza
118193,3,5,Weekend dinner;At a party,5,Finding Nemo,Iced tea,Friends;Teachers,A moderate amount (medium),Sushi
118984,4,6,Week day lunch;Weekend dinner,6,Star Wars,Root Beer,Parents;Siblings;Friends,A lot (hot),Shawarma
119775,5,7,Late night snack,7,Lord of the Rings,Diet Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
120566,1,8,Week day lunch;At a party,8,The Matrix,Orange Juice,Parents;Friends,None,Sushi
121357,2,9,Week day dinner,9,Back to the Future,Milk,Siblings,A little (mild),Shawarma
122148,3,10,Weekend lunch;Late night snack,10,Inception,Coke,Friends;Teachers,A moderate amount (medium),Pizza
122939,4,11,Weekend dinner;At a party,11,The Godfather,Sprite,Parents;Siblings;Friends,A lot (hot),Sushi
123730,5,12,Week day lunch;Weekend dinner,12,Toy Story,Water,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
124521,1,3,Week day dinner,3,Titanic,Lemonade,Parents;Friends,None,Pizza
125312,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Iced tea,Siblings,A little (mild),Sushi
126103,3,5,Weekend dinner;At a party,5,Finding Nemo,Root Beer,Friends;Teachers,A moderate amount (medium),Shawarma
126894,4,6,Week day lunch;Weekend dinner,6,Star Wars,Diet Coke,Parents;Siblings;Friends,A lot (hot),Pizza
127685,5,7,Late night snack,7,Lord of the Rings,Orange Juice,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
128476,1,8,Week day lunch;At a party,8,The Matrix,Milk,Parents;Friends,None,Shawarma
129267,2,9,Week day dinner,9,Back to the Future,Coke,Siblings,A little (mild),Pizza
130058,3,10,Weekend lunch;Late night snack,10,Inception,Sprite,Friends;Teachers,A moderate amount (medium),Sushi
130849,4,11,Weekend dinner;At a party,11,The Godfather,Water,Parents;Siblings;Friends,A lot (hot),Shawarma
131640,5,12,Week day lunch;Weekend dinner,12,Toy Story,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
132431,1,3,Week day dinner,3,Titanic,Iced tea,Parents;Friends,None,Sushi
133222,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Root Beer,Siblings,A little (mild),Shawarma
134013,3,5,Weekend dinner;At a party,5,Finding Nemo,Diet Coke,Friends;Teachers,A moderate amount (medium),Pizza
134804,4,6,Week day lunch;Weekend dinner,6,Star Wars,Orange Juice,Parents;Siblings;Friends,A lot (hot),Sushi
135595,5,7,Late night snack,7,Lord of the Rings,Milk,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
136386,1,8,Week day lunch;At a party,8,The Matrix,Coke,Parents;Friends,None,Pizza
137177,2,9,Week day dinner,9,Back to the Future,Sprite,Siblings,A little (mild),Sushi
137968,3,10,Weekend lunch;Late night snack,10,Inception,Water,Friends;Teachers,A moderate amount (medium),Shawarma
138759,4,11,Weekend dinner;At a party,11,The Godfather,Lemonade,Parents;Siblings;Friends,A lot (hot),Pizza
139550,5,12,Week day lunch;Weekend dinner,12,Toy Story,Iced tea,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
140341,1,3,Week day dinner,3,Titanic,Root Beer,Parents;Friends,None,Shawarma
141132,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Diet Coke,Siblings,A little (mild),Pizza
141923,3,5,Weekend dinner;At a party,5,Finding Nemo,Orange Juice,Friends;Teachers,A moderate amount (medium),Sushi
142714,4,6,Week day lunch;Weekend dinner,6,Star Wars,Milk,Parents;Siblings;Friends,A lot (hot),Shawarma
143505,5,7,Late night snack,7,Lord of the Rings,Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
144296,1,8,Week day lunch;At a party,8,The Matrix,Sprite,Parents;Friends,None,Sushi
145087,2,9,Week day dinner,9,Back to the Future,Water,Siblings,A little (mild),Shawarma
145878,3,10,Weekend lunch;Late night snack,10,Inception,Lemonade,Friends;Teachers,A moderate amount (medium),Pizza
146669,4,11,Weekend dinner;At a party,11,The Godfather,Iced tea,Parents;Siblings;Friends,A lot (hot),Sushi
147460,5,12,Week day lunch;Weekend dinner,12,Toy Story,Root Beer,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
148251,1,3,Week day dinner,3,Titanic,Diet Coke,Parents;Friends,None,Pizza
149042,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Orange Juice,Siblings,A little (mild),Sushi
149833,3,5,Weekend dinner;At a party,5,Finding Nemo,Milk,Friends;Teachers,A moderate amount (medium),Shawarma
150624,4,6,Week day lunch;Weekend dinner,6,Star Wars,Coke,Parents;Siblings;Friends,A lot (hot),Pizza
151415,5,7,Late night snack,7,Lord of the Rings,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
152206,1,8,Week day lunch;At a party,8,The Matrix,Water,Parents;Friends,None,Shawarma
152997,2,9,Week day dinner,9,Back to the Future,Lemonade,Siblings,A little (mild),Pizza
153788,3,10,Weekend lunch;Late night snack,10,Inception,Iced tea,Friends;Teachers,A moderate amount (medium),Sushi
154579,4,11,Weekend dinner;At a party,11,The Godfather,Root Beer,Parents;Siblings;Friends,A lot (hot),Shawarma
155370,5,12,Week day lunch;Weekend dinner,12,Toy Story,Diet Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
156161,1,3,Week day dinner,3,Titanic,Orange Juice,Parents;Friends,None,Sushi
156952,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Milk,Siblings,A little (mild),Shawarma
157743,3,5,Weekend dinner;At a party,5,Finding Nemo,Coke,Friends;Teachers,A moderate amount (medium),Pizza
158534,4,6,Week day lunch;Weekend dinner,6,Star Wars,Sprite,Parents;Siblings;Friends,A lot (hot),Sushi
159325,5,7,Late night snack,7,Lord of the Rings,Water,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
160116,1,8,Week day lunch;At a party,8,The Matrix,Lemonade,Parents;Friends,None,Pizza
160907,2,9,Week day dinner,9,Back to the Future,Iced tea,Siblings,A little (mild),Sushi
161698,3,10,Weekend lunch;Late night snack,10,Inception,Root Beer,Friends;Teachers,A moderate amount (medium),Shawarma
162489,4,11,Weekend dinner;At a party,11,The Godfather,Diet Coke,Parents;Siblings;Friends,A lot (hot),Pizza
163280,5,12,Week day lunch;Weekend dinner,12,Toy Story,Orange Juice,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
164071,1,3,Week day dinner,3,Titanic,Milk,Parents;Friends,None,Shawarma
164862,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Coke,Siblings,A little (mild),Pizza
165653,3,5,Weekend dinner;At a party,5,Finding Nemo,Sprite,Friends;Teachers,A moderate amount (medium),Sushi
166444,4,6,Week day lunch;Weekend dinner,6,Star Wars,Water,Parents;Siblings;Friends,A lot (hot),Shawarma
167235,5,7,Late night snack,7,Lord of the Rings,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
168026,1,8,Week day lunch;At a party,8,The Matrix,Iced tea,Parents;Friends,None,Sushi
168817,2,9,Week day dinner,9,Back to the Future,Root Beer,Siblings,A little (mild),Shawarma
169608,3,10,Weekend lunch;Late night snack,10,Inception,Diet Coke,Friends;Teachers,A moderate amount (medium),Pizza
170399,4,11,Weekend dinner;At a party,11,The Godfather,Orange Juice,Parents;Siblings;Friends,A lot (hot),Sushi
171190,5,12,Week day lunch;Weekend dinner,12,Toy Story,Milk,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
171981,1,3,Week day dinner,3,Titanic,Coke,Parents;Friends,None,Pizza
172772,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Sprite,Siblings,A little (mild),Sushi
173563,3,5,Weekend dinner;At a party,5,Finding Nemo,Water,Friends;Teachers,A moderate amount (medium),Shawarma
174354,4,6,Week day lunch;Weekend dinner,6,Star Wars,Lemonade,Parents;Siblings;Friends,A lot (hot),Pizza
175145,5,7,Late night snack,7,Lord of the Rings,Iced tea,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
175936,1,8,Week day lunch;At a party,8,The Matrix,Root Beer,Parents;Friends,None,Shawarma
176727,2,9,Week day dinner,9,Back to the Future,Diet Coke,Siblings,A little (mild),Pizza
177518,3,10,Weekend lunch;Late night snack,10,Inception,Orange Juice,Friends;Teachers,A moderate amount (medium),Sushi
178309,4,11,Weekend dinner;At a party,11,The Godfather,Milk,Parents;Siblings;Friends,A lot (hot),Shawarma
179100,5,12,Week day lunch;Weekend dinner,12,Toy Story,Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
179891,1,3,Week day dinner,3,Titanic,Sprite,Parents;Friends,None,Sushi
180682,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Water,Siblings,A little (mild),Shawarma
181473,3,5,Weekend dinner;At a party,5,Finding Nemo,Lemonade,Friends;Teachers,A moderate amount (medium),Pizza
182264,4,6,Week day lunch;Weekend dinner,6,Star Wars,Iced tea,Parents;Siblings;Friends,A lot (hot),Sushi
183055,5,7,Late night snack,7,Lord of the Rings,Root Beer,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
183846,1,8,Week day lunch;At a party,8,The Matrix,Diet Coke,Parents;Friends,None,Pizza
184637,2,9,Week day dinner,9,Back to the Future,Orange Juice,Siblings,A little (mild),Sushi
185428,3,10,Weekend lunch;Late night snack,10,Inception,Milk,Friends;Teachers,A moderate amount (medium),Shawarma
186219,4,11,Weekend dinner;At a party,11,The Godfather,Coke,Parents;Siblings;Friends,A lot (hot),Pizza
187010,5,12,Week day lunch;Weekend dinner,12,Toy Story,Sprite,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
187801,1,3,Week day dinner,3,Titanic,Water,Parents;Friends,None,Shawarma
188592,2,4,Weekend lunch;Late night snack,4,Pulp Fiction,Lemonade,Siblings,A little (mild),Pizza
189383,3,5,Weekend dinner;At a party,5,Finding Nemo,Iced tea,Friends;Teachers,A moderate amount (medium),Sushi
190174,4,6,Week day lunch;Weekend dinner,6,Star Wars,Root Beer,Parents;Siblings;Friends,A lot (hot),Shawarma
190965,5,7,Late night snack,7,Lord of the Rings,Diet Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
191756,1,8,Week day lunch;At a party,8,The Matrix,Orange Juice,Parents;Friends,None,Sushi
192547,2,9,Week day dinner,9,Back to the Future,Milk,Siblings,A little (mild),Shawarma
