id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
616568,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15,i dont know,soda,Friends,A moderate amount (medium),Shawarma
603838,3,10,"Week day lunch,Week day dinner",6,the avengers,lemonade,Friends,A little (mild),Shawarma
719735,5,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,none,water,"Friends,Teachers,Strangers",A lot (hot),Shawarma
608062,3,7,Week day lunch,12,batman the dark knight,juice,Friends,A moderate amount (medium),Shawarma
608704,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers,soft drink,Friends,A lot (hot),Shawarma
520383,3,6,"Week day lunch,Week day dinner,Weekend lunch",11,i don't think of a movie when thinking of this food item,water,"Friends,Strangers",A lot (hot),Shawarma
603793,2,10,"Week day lunch,Weekend lunch",20,the avengers,water,"Parents,Friends,Teachers",A lot (hot),Shawarma
603933,4,8,At a party,15,the avengers,soft drink,Strangers,None,Shawarma
605519,3,8,"Week day lunch,Weekend lunch,Late night snack",8,the mummy,water,"Parents,Siblings,Strangers",A lot (hot),Shawarma
524803,3,4,"Week day lunch,Week day dinner,Late night snack",7,the dictator,beer,"Friends,Strangers",A little (mild),Shawarma
629712,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14,taxi driver,tea,"Siblings,Friends",A little (mild),Shawarma
627505,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8,the dictator,water,Friends,A little (mild),Shawarma
526131,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,"i've never had them before attending u of t, so i don't associate them with anything.",water,"Friends,Strangers",A moderate amount (medium),Shawarma
607065,3,7,"Week day lunch,Week day dinner,Weekend lunch",12,avengers,tea,"Parents,Friends,Strangers",A moderate amount (medium),Shawarma
500077,3,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,none,soda,"Parents,Siblings,Friends",A moderate amount (medium),Shawarma
633350,3,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11.5,the avengers,ginger ale,"Siblings,Friends",A little (mild),Shawarma
601945,2,6,"Week day lunch,Week day dinner,Late night snack",6,deadpool & wolverine,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
629878,4,6,"Week day lunch,Week day dinner",9,not sure,water,"Friends,Teachers,Strangers",A little (mild),Shawarma
712766,4,10,"Week day lunch,Weekend lunch,Late night snack",15,the avengers,water,"Parents,Friends,Strangers",A moderate amount (medium),Shawarma
603664,2,8,Week day lunch,16,the avengers,water,Friends,None,Shawarma
840827,4,4,Week day lunch,10,comedy movie,water,Parents,None,Shawarma
604897,2,6,"Week day lunch,Weekend lunch",13,the avengers,lemonade,Friends,A lot (hot),Shawarma
525422,4,6,"Week day lunch,Week day dinner,Weekend lunch",8,avengers,water,"Parents,Siblings",A little (mild),Shawarma
602560,2,7,Week day lunch,12,probably some niche movie or some movie specific to a country and not an english movie.,"lemonade,tea","Parents,Teachers",A lot (hot),Shawarma
738379,3,9,"Week day lunch,Week day dinner",10,avengers,None,Friends,A moderate amount (medium),Shawarma
622023,5,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,avengers,soft drink,Friends,A lot (hot),Shawarma
604770,3,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11,avengers,None,"Parents,Siblings,Friends",None,Shawarma
608318,5,9,"Week day lunch,Weekend lunch",12.5,you don't mess with the zohan,soda,"Parents,Siblings",A moderate amount (medium),Shawarma
626757,2,5,"Week day lunch,Late night snack",10,avengers endgame,soda,Friends,A lot (hot),Shawarma
745297,2,6,"Week day lunch,Weekend lunch",9,borat,soda,"Friends,Strangers",A lot (hot),Shawarma
627599,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",7,avengers,tea,"Siblings,Friends",None,Shawarma
520037,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,avengers,soda,Friends,A moderate amount (medium),Shawarma
632189,3,6,"Week day lunch,Weekend lunch,Late night snack",5.99,spider man spider verse,water,Strangers,None,Shawarma
627636,3,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7.5,pulp fiction,water,Strangers,A moderate amount (medium),Shawarma
295428,2,6,"Week day lunch,Late night snack",8,squid game,soft drink,"Siblings,Friends",A little (mild),Shawarma
228777,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,star wars,soda,Strangers,A little (mild),Shawarma
609278,4,8,Week day lunch,12,aladdin,juice,Friends,None,Shawarma
614089,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers,soft drink,"Siblings,Friends",A moderate amount (medium),Shawarma
607517,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",14,avengers,juice,Friends,A moderate amount (medium),Shawarma
714607,3,5,Week day lunch,5,alladin,tea,"Friends,Teachers",A little (mild),Shawarma
716650,1,10,Week day lunch,7.5,the only movie that is associated with this food item would be the first avengers due to the post credit scene.,ginger ale,Strangers,A lot (hot),Shawarma
497695,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,gladiator,water,"Friends,Strangers",A moderate amount (medium),Shawarma
496858,4,12,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",9,the avengers movie when they eat shawarma in the end credits scene!,lassi,Friends,A moderate amount (medium),Shawarma
608688,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers,soda,"Parents,Siblings,Friends",A little (mild),Shawarma
604386,2,4,"Week day lunch,Weekend lunch",10,avengers,water,Strangers,A little (mild),Shawarma
628559,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8,iron man,soda,Strangers,A little (mild),Shawarma
715152,2,9,"Week day dinner,Weekend dinner,Late night snack",15,any bollywood movie,water,Friends,None,Shawarma
604110,3,4,"Week day lunch,Week day dinner,Late night snack",10,the avengers,soda,Friends,None,Shawarma
629010,4,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,the avengers,water,"Parents,Strangers",A moderate amount (medium),Shawarma
605254,3,10,"Week day lunch,Weekend lunch,Late night snack",9,none,soda,Friends,A little (mild),Shawarma
628990,3,6,"Week day lunch,Weekend lunch,At a party",11,none,soda,"Parents,Siblings",None,Shawarma
625295,4,7,"Week day lunch,Weekend lunch",6,none in particular,soda,Friends,None,Shawarma
603415,2,10,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",8.5,scott pilgrim vs. the world,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
635533,1,5,Week day lunch,10,son of babylon,soda,Strangers,A moderate amount (medium),Shawarma
630389,5,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",17,avengers 1,soda,Friends,A moderate amount (medium),Shawarma
714901,4,6,"Week day lunch,Weekend lunch",12,the avengers,soft drink,Friends,A little (mild),Shawarma
629792,2,7,"Week day lunch,Weekend lunch",10,avengers,soda,"Parents,Friends",A little (mild),Shawarma
629025,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,the avengers,soda,Strangers,A moderate amount (medium),Shawarma
524441,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,avengers,soda,Strangers,A little (mild),Shawarma
389109,2,5,Week day lunch,20,"cloudy with a chance of meatballs again? (shawarmas don't appear in that though, but hey it's food)",water,Strangers,None,Shawarma
631216,3,8,Week day lunch,10,avengers,lemonade,Friends,A little (mild),Shawarma
738875,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",10,deadpool & wolverine,water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
634669,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",16.99,the avengers,wine,Strangers,A moderate amount (medium),Shawarma
409940,2,5,Week day lunch,10,avengers,soda,Friends,A little (mild),Shawarma
399605,3,6,"Week day lunch,Weekend lunch",7,avengers,soda,Friends,None,Shawarma
721831,3,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",11,bad boys,soda,Friends,A lot (hot),Shawarma
835223,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,-,soda,Friends,A lot (hot),Shawarma
712938,4,10,"Week day lunch,Weekend lunch,At a party",10,3 idiots,soda,Friends,A lot (hot),Shawarma
395712,4,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12.5,avengers,pop,"Parents,Siblings",A little (mild),Shawarma
603388,2,8,Week day lunch,13,the avengers,soda,Strangers,A little (mild),Shawarma
617774,4,8,"Week day lunch,Week day dinner",11.99,the social network,water,"Friends,Strangers",None,Shawarma
289440,4,5,"Week day lunch,Week day dinner",7,the avengers,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
714503,2,3.5,"Week day lunch,Weekend lunch,Late night snack",10,documenary,None,"Siblings,Friends,Strangers",A little (mild),Shawarma
714893,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,avengers,soda,Friends,A moderate amount (medium),Shawarma
601094,3,7,"Week day lunch,Weekend dinner,Late night snack",7.5,the avengers,tea,Friends,A little (mild),Shawarma
618150,4,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,none,soda,"Parents,Siblings,Strangers",A lot (hot),Shawarma
607944,5,7,"Week day lunch,Week day dinner",10,chef,juice,Friends,A moderate amount (medium),Shawarma
629844,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7,minions,juice,"Friends,Strangers",A little (mild),Shawarma
626482,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",9,the big sick,soda,"Parents,Siblings",A little (mild),Shawarma
609257,4,10,"Week day dinner,Weekend dinner,Late night snack",14,jurassic park,water,"Friends,Strangers",A little (mild),Shawarma
717921,4,20,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",13,wicked,water,Friends,A moderate amount (medium),Shawarma
181851,3,7,Week day lunch,8,none,water,"Friends,Strangers",A lot (hot),Shawarma
629041,2,6,Week day lunch,9,aladdin,tea,Friends,A little (mild),Shawarma
604062,3,7,"Week day lunch,Weekend lunch,Late night snack",6,marvel's avengers,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
716749,3,7,"Week day lunch,Weekend lunch",12.5,no,water,Friends,A moderate amount (medium),Shawarma
633143,4,9,"Week day lunch,Weekend lunch,Late night snack",8,the avengers 1,soft drinks,Friends,A little (mild),Shawarma
743828,5,8,"Week day lunch,Weekend lunch,Late night snack",12,avengers,juice,"Siblings,Friends,Strangers",A lot (hot),Shawarma
520861,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,none,soda,Strangers,A moderate amount (medium),Shawarma
517019,4,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",11,avengers,soda,Friends,A moderate amount (medium),Shawarma
626779,4,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,i dont know,water,Strangers,A moderate amount (medium),Shawarma
611716,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",7,the avenger,soda,Siblings,A little (mild),Shawarma
193195,4,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15,avengers,soda,"Friends,Strangers",A lot (hot),Shawarma
627530,4,8,"Week day lunch,Weekend lunch,At a party",10,arcane,ginger ale,Friends,I will have some of this food item with my hot sauce,Shawarma
626479,4,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",8,avengers because of iron man asking everyone to get shawarma after the fight,soda,Friends,A moderate amount (medium),Shawarma
624540,4,3,Week day lunch,3.5,bahen,cola,Friends,A moderate amount (medium),Shawarma
625315,3,7,"Week day lunch,Week day dinner,Weekend lunch,Late night snack",12,the avengers,soft drink,"Parents,Siblings,Friends",A lot (hot),Shawarma
601941,2,6,Week day lunch,14,"none, only thing i know about it is the game, shawarma legend.",soda,Friends,A lot (hot),Shawarma
723968,2,25,"Week day lunch,Week day dinner",10,legend of shawama,tea,Friends,None,Shawarma
715806,3,5,"Week day lunch,Weekend lunch,Late night snack",10,aladdin,soda,Strangers,None,Shawarma
720045,2,8,"Week day lunch,Week day dinner",6,avengers,water,Strangers,A lot (hot),Shawarma
713585,3,5,Week day lunch,10,idk,soda,"Friends,Strangers",A moderate amount (medium),Shawarma
611188,4,6,Week day lunch,7,the mummy,water,"Friends,Strangers",A moderate amount (medium),Shawarma
606726,2,7,"Week day lunch,Late night snack",8,the kite runner,ayran,"Siblings,Friends",A little (mild),Shawarma
629142,4,10,Week day lunch,10,i think of the movie the avengers.,None,"Friends,Strangers",A moderate amount (medium),Shawarma
634825,4,10,Week day lunch,10,marvel avengers,soda,Friends,A lot (hot),Shawarma
613409,5,6,Week day lunch,14,forest gump,soda,Strangers,None,Shawarma
633224,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,john wick,water,"Friends,Strangers",A little (mild),Shawarma
738850,3,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",10,the avengers,water,"Parents,Strangers",A lot (hot),Shawarma
500470,4,5,"Week day lunch,Weekend lunch,Late night snack",8.5,avengers,soda,Friends,A little (mild),Shawarma
13183,3,10,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,aladdin,soda,Strangers,A little (mild),Shawarma
627169,1,8,"Week day lunch,Weekend lunch,Late night snack",8,ratatouille,soda,"Friends,Teachers",A little (mild),Shawarma
229041,4,7,Week day lunch,7.5,avengers,soda,Friends,A little (mild),Shawarma
496344,5,3,Week day lunch,8,avengers,soda,"Siblings,Friends",A little (mild),Shawarma
409723,3,15,"Week day lunch,Week day dinner,Weekend lunch",10,the avengers,lassi,Friends,A little (mild),Shawarma
630949,2,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",7,star wars,soda,"Parents,Siblings,Friends",A little (mild),Shawarma
413014,2,9,"Week day lunch,Weekend lunch",8.5,"i think of movies that take place in toronto since it's so common here, such as scott pilgrim vs the world",juice,"Friends,Strangers",A little (mild),Shawarma
310438,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the avengers,water,"Parents,Siblings",A lot (hot),Shawarma
627430,4,8,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",8,the avengers,water,"Parents,Siblings",A lot (hot),Shawarma
526510,3,8,"Week day lunch,Week day dinner,Weekend lunch",10,none,water,"Friends,Teachers",A moderate amount (medium),Shawarma
390823,2,5,"Week day lunch,Weekend lunch",7,scott pilgrim,tea,"Friends,Strangers",A moderate amount (medium),Shawarma
717116,3,4,"Week day lunch,Week day dinner",15,the avengers,soda,Strangers,A moderate amount (medium),Shawarma
712143,2,8,"Weekend dinner,Late night snack",18,"shawarma legend
---------------",soda,Friends,A moderate amount (medium),Shawarma
612538,4,10,"Week day lunch,Late night snack",5,avengers,water,"Friends,Teachers",A lot (hot),Shawarma
627539,4,6,"Week day lunch,Weekend lunch",10,rush hour,soda,Teachers,A little (mild),Shawarma
603812,3,7,Week day lunch,7,good will hunting,beer,"Friends,Strangers",A little (mild),Shawarma
740568,2,6,"Week day lunch,Weekend lunch",8,fight club,water,Friends,A little (mild),Shawarma
712702,4,4,Week day dinner,10,shawarma bowl,juice,Friends,A little (mild),Shawarma
519638,4,7,"Week day lunch,Week day dinner,Late night snack",7.25,drive,water,"Friends,Strangers",A moderate amount (medium),Shawarma
627800,3,6,"Week day lunch,Weekend lunch,Late night snack",10,avengers,"water,soda","Teachers,Strangers",A little (mild),Shawarma
406863,4,8,"Week day lunch,Weekend lunch",10,lion king,soda,Friends,A moderate amount (medium),Shawarma
726962,2,8,"Week day dinner,Weekend dinner",20,captain of america,water,Friends,A little (mild),Shawarma
628077,4,15,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12,the avengers,water,"Friends,Strangers",A moderate amount (medium),Shawarma
601693,3,7,"Week day lunch,Weekend lunch",7,the avengers,water,"Friends,Strangers",A little (mild),Shawarma
517096,4,9,"Week day lunch,Weekend lunch,Late night snack",8.5,the avengers,tea,Friends,A moderate amount (medium),Shawarma
606821,2,8,"Week day lunch,Weekend lunch,Late night snack",5,avengers,water,Friends,A moderate amount (medium),Shawarma
455047,2,4,"Week day lunch,Weekend lunch",8,none,"juice,water,coke",Friends,A moderate amount (medium),Shawarma
625576,4,12,"Week day lunch,Late night snack",10,the avengers,water,"Siblings,Friends,Strangers",A moderate amount (medium),Shawarma
716549,2,5,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",15,spirited away,soup,Friends,A little (mild),Sushi
715742,3,3,"Weekend dinner,At a party",6,japanese movies,soup,Friends,None,Sushi
727333,2,4,At a party,5,cartoon movie,cola,Parents,A little (mild),Sushi
606874,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,johnny english,water,Parents,None,Sushi
505318,5,7,"Week day lunch,Weekend lunch,Weekend dinner",8,karate kid,water,"Siblings,Friends",A moderate amount (medium),Sushi
605771,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",15,none,None,"Siblings,Friends",None,Sushi
606929,3,5,Weekend lunch,10,drange,soda,Friends,A moderate amount (medium),Sushi
609789,2,3,"Week day dinner,Weekend dinner",30,the truman show,tea,Friends,A lot (hot),Sushi
644623,5,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",22.5,none,None,"Parents,Friends",None,Sushi
626792,4,10,Week day lunch,12,kung fu panda,tea,"Friends,Strangers",A moderate amount (medium),Sushi
714863,2,4,"Week day lunch,Weekend lunch,Late night snack",20,none,tea,Siblings,None,Sushi
602805,5,11,"Week day dinner,Weekend dinner",16,the wolverine,soda,Friends,None,Sushi
602526,5,5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",9,spirited away,soju,"Parents,Siblings,Friends",A little (mild),Sushi
497421,1,4,"Weekend lunch,Weekend dinner",65,jiro dreams of sushi,tea,"Parents,Siblings,Friends",None,Sushi
389328,4,4,"Week day lunch,Week day dinner,Weekend lunch",15,kill bill,sake,Teachers,A moderate amount (medium),Sushi
289931,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",20,finding nemo,tea,"Parents,Friends",None,Sushi
620148,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",12,your name,tea,"Parents,Friends",A moderate amount (medium),Sushi
387155,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",16,once upon a time... in hollywood,water,"Parents,Siblings,Friends,Strangers",None,Sushi
516975,5,10,"Weekend lunch,Weekend dinner,At a party",16.5,the lord of the rings: the fellowship of the ring,tea,"Parents,Siblings,Friends",None,Sushi
630825,2,4,"Weekend lunch,Weekend dinner,At a party",15,transformer,soup,Friends,None,Sushi
614043,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",23,cars,tea,"Friends,Strangers",None,Sushi
521125,3,4,"Week day lunch,Weekend lunch,Weekend dinner,Late night snack",5,shark tale,beer,"Siblings,Friends",None,Sushi
627780,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",50,bullet train,sake,"Parents,Friends",None,Sushi
492744,2,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,tokyo story,water,"Siblings,Friends",A little (mild),Sushi
618747,3,7,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,jiro dreams of sushi,"sake,beer",Friends,None,Sushi
607815,2,3,"Week day dinner,Weekend dinner",20,your name,sake,"Parents,Friends",None,Sushi
601609,5,10,"Week day lunch,Weekend lunch",15,harry potter,soda,"Parents,Friends",None,Sushi
602657,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",20,jiro dreams of sushi,soup,"Parents,Friends",A moderate amount (medium),Sushi
616449,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,isle of dogs,tea,"Parents,Siblings",None,Sushi
501893,3,2,"Week day dinner,Weekend dinner",17.5,"little forest, a japanese film",tea,"Parents,Friends",A moderate amount (medium),Sushi
507448,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",30,jiro dreams of sushi,milk,"Parents,Siblings",None,Sushi
606556,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",4,doraemon,soup,"Parents,Siblings,Friends",None,Sushi
724326,4,5,"Weekend lunch,Weekend dinner,At a party",17,"""naruto""",tea,"Siblings,Friends",A little (mild),Sushi
616945,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",5,rush hour,water,Siblings,None,Sushi
630962,2,2,"Week day lunch,Weekend lunch,At a party",18,jaws,water,"Friends,Strangers",None,Sushi
715814,1,4,"Week day lunch,Weekend lunch,At a party,Late night snack",45,i might came up with some japan related movies(like jiro dreams of sushi - this is in fact a documentary)/cartoons(like 一休さん)/tv series (like the solitary gourmet).,"wine,tea","Parents,Friends,Teachers",A moderate amount (medium),Sushi
502799,1,4,"Week day dinner,Weekend dinner",10,rush hour,water,Friends,None,Sushi
605278,4,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,the end of evangelion,tea,"Parents,Friends",None,Sushi
388888,5,5,"Week day dinner,Weekend dinner,At a party",20,midnight diner,tea,"Parents,Friends,Teachers",None,Sushi
519548,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,spirited away,sake,"Siblings,Friends,Strangers",None,Sushi
405521,5,2,"Week day dinner,Weekend dinner",18,anime,beer,"Parents,Siblings",None,Sushi
607410,2,3,At a party,16,crazy rich asians,water,Strangers,None,Sushi
715795,3,6,"Week day lunch,Week day dinner,Weekend dinner,At a party,Late night snack",10,the perfect storm,juice,"Parents,Strangers",None,Sushi
625326,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",1,anime,soup,"Parents,Siblings,Friends",None,Sushi
627220,4,6,"Week day dinner,Weekend lunch,Weekend dinner",17.5,the karate kid,water,"Parents,Siblings,Friends",None,Sushi
634964,2,2,"Weekend lunch,Weekend dinner",20,john wick,water,Friends,None,Sushi
722500,2,3,"Week day lunch,Week day dinner,At a party",1,jiro dreams of sushi,juice,"Parents,Friends,Teachers",None,Sushi
602824,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,the pacific,tea,"Friends,Strangers",None,Sushi
618355,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",8,weathering with you,tea,Friends,None,Sushi
611097,2,5,"Weekend dinner,Late night snack",10,kill bill,soda,Friends,A moderate amount (medium),Sushi
634328,5,15,"Week day dinner,Weekend dinner,At a party",15,findig nemo,tea,Strangers,A little (mild),Sushi
607160,4,7,"Week day dinner,Weekend dinner,At a party",15,kill bill,sake,"Siblings,Friends",A moderate amount (medium),Sushi
728522,5,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,eternal sunshine of the spotless mind,tea,"Parents,Friends",None,Sushi
718570,4,5,"Week day dinner,Weekend lunch,Weekend dinner,At a party",10,none,wine,"Parents,Friends",A moderate amount (medium),Sushi
714598,2,3,"Weekend dinner,At a party",35,cars 2,tea,"Parents,Siblings,Friends",None,Sushi
601950,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",3,jiro dreams of sushi,tea,"Parents,Friends",None,Sushi
612478,2,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",14,my neighbour totoro,beer,"Parents,Siblings,Friends",None,Sushi
501416,3,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,n/a (i don't watch a lot of movies),tea,"Siblings,Friends,Teachers",None,Sushi
629710,2,3,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",2,johnny english,water,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
502610,3,2,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",6,tokyo drift,water,"Parents,Siblings,Friends",None,Sushi
603476,5,4,"Week day dinner,Weekend dinner,At a party",20,oldboy,water,"Parents,Siblings",None,Sushi
600957,5,8,"Week day dinner,Weekend lunch,Weekend dinner",12,the proposal,water,Friends,None,Sushi
713423,1,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",12.5,spirited away,tea,Parents,A little (mild),Sushi
722431,2,6,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",15,rurouni kenshin.,"sake,tea","Parents,Siblings",None,Sushi
633234,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",10,oldboy,water,"Siblings,Friends",A little (mild),Sushi
148179,5,5,"Week day dinner,Weekend dinner,At a party",30,none,tea,"Parents,Friends",None,Sushi
715845,3,7,"Week day dinner,Weekend dinner",17,spirited away,tea,"Friends,Strangers",None,Sushi
632153,2,3,"Week day lunch,At a party,Late night snack",15,nemo,None,"Siblings,Friends",A moderate amount (medium),Sushi
606552,4,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",12,gone girl,water,"Friends,Strangers",None,Sushi
738409,2,3,"Week day dinner,Weekend dinner",15,my hero academia,milk,Parents,None,Sushi
612096,5,5,"Weekend lunch,Weekend dinner,At a party",7.5,food wars!,tea,"Friends,Strangers",A moderate amount (medium),Sushi
743537,3,4,"Week day dinner,Weekend dinner",3,your name (2016),water,"Parents,Siblings",None,Sushi
632896,3,6,"Week day lunch,Weekend dinner,At a party",12,i think of the movie your name.,sake,"Parents,Siblings,Friends",A moderate amount (medium),Sushi
605207,5,4,"Week day dinner,Weekend dinner",10,bullet train,water,Siblings,None,Sushi
617542,2,2.5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,Late night snack",2,isle of dogs,soup,Parents,None,Sushi
719554,5,1,"Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,"深夜食堂

ナミヤ雑貨店の奇蹟",soup,"Parents,Strangers",None,Sushi
627427,3,2,"Week day dinner,Weekend dinner,At a party",30,liz and the blue bird,tea,"Parents,Siblings",None,Sushi
411315,4,5,"Week day dinner,Weekend dinner,At a party",9,spirited away,tea,"Parents,Siblings",None,Sushi
631507,3,5,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party,Late night snack",10,spirited away (2001),water,"Parents,Friends",None,Sushi
627798,5,4,"Week day dinner,Weekend dinner",11,frozen,tea,"Parents,Siblings",None,Sushi
712093,4,5,"Week day dinner,Weekend dinner",15,seven samurai,water,Strangers,None,Sushi
627488,3,7,"Week day dinner,Weekend lunch,Weekend dinner",15,barbie,water,"Parents,Friends",A little (mild),Sushi
626493,5,4,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner,At a party",15,cars 2,water,"Friends,Strangers",None,Sushi
601363,4,4,"Week day dinner,Weekend dinner,At a party",17,the boy and the heron,beer,"Parents,Friends",A little (mild),Sushi
712898,2,4,"Week day dinner,Weekend lunch,Weekend dinner",20,howl's moving castle,tea,"Parents,Friends",None,Sushi
603398,5,9,"Week day lunch,Week day dinner,Weekend lunch,Weekend dinner",20,suits,water,Friends,A little (mild),Sushi
