id,"Q1: From a scale 1 to 5, how complex is it to make this food? (Where 1 is the most simple, and 5 is the most complex)",Q2: How many ingredients would you expect this food item to contain?,Q3: In what setting would you expect this food to be served? Please check all that apply,Q4: How much would you expect to pay for one serving of this food item?,Q5: What movie do you think of when thinking of this food item?,Q6: What drink would you pair with this food item?,"Q7: When you think about this food item, who does it remind you of?",Q8: How much hot sauce would you add to this food item?,Label
104726,4,8,Weekend lunch;Weekend dinner,11,Pulp Fiction,Iced Tea,Siblings;Parents,A lot (hot),Shawarma
104743,5,9,Week day dinner;Late night snack,12,Forrest Gump,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
104760,1,10,At a party;Week day lunch,13,Gladiator,Pepsi,Parents;Teachers,None,Sushi
104777,2,11,Late night snack;Weekend lunch,14,Star Wars,Sprite,Friends;Strangers,A little (mild),Shawarma
104794,3,12,Week day dinner;At a party,15,Interstellar,Water,Teachers;Friends,A moderate amount (medium),Pizza
104811,4,13,Weekend lunch;Weekend dinner,16,The Shawshank Redemption,Iced Tea,Siblings;Parents,A lot (hot),Sushi
104828,5,14,Week day dinner;Late night snack,17,The Dark Knight,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
104845,1,15,At a party;Week day lunch,18,Inception,Coke,Parents;Teachers,None,Pizza
104862,2,3,Late night snack;Weekend lunch,19,The Godfather,Soda,Friends;Strangers,A little (mild),Sushi
104879,3,4,Week day dinner;At a party,2,Spirited Away,Water,Teachers;Friends,A moderate amount (medium),Shawarma
104896,4,5,Weekend lunch;Weekend dinner,3,The Matrix,Iced Tea,Siblings;Parents,A lot (hot),Pizza
104913,5,6,Week day dinner;Late night snack,4,Titanic,Fanta,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
104930,1,7,At a party;Week day lunch,5,Avengers,Coke,Parents;Teachers,None,Shawarma
104947,2,8,Late night snack;Weekend lunch,6,Casablanca,Soda,Friends;Strangers,A little (mild),Pizza
104964,3,9,Week day dinner;At a party,7,Jurassic Park,Water,Teachers;Friends,A moderate amount (medium),Sushi
104981,4,10,Weekend lunch;Weekend dinner,8,Pulp Fiction,Iced Tea,Siblings;Parents,A lot (hot),Shawarma
104998,5,11,Week day dinner;Late night snack,9,Forrest Gump,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
105015,1,12,At a party;Week day lunch,10,Gladiator,Pepsi,Parents;Teachers,None,Sushi
105032,2,13,Late night snack;Weekend lunch,11,Star Wars,Sprite,Friends;Strangers,A little (mild),Shawarma
105049,3,14,Week day dinner;At a party,12,Interstellar,Water,Teachers;Friends,A moderate amount (medium),Pizza
105066,4,15,Weekend lunch;Weekend dinner,13,The Shawshank Redemption,Iced Tea,Siblings;Parents,A lot (hot),Sushi
105083,5,3,Week day dinner;Late night snack,14,The Dark Knight,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
105100,1,4,At a party;Week day lunch,15,Inception,Coke,Parents;Teachers,None,Pizza
105117,2,5,Late night snack;Weekend lunch,16,The Godfather,Soda,Friends;Strangers,A little (mild),Sushi
105134,3,6,Week day dinner;At a party,17,Spirited Away,Water,Teachers;Friends,A moderate amount (medium),Shawarma
105151,4,7,Weekend lunch;Weekend dinner,18,The Matrix,Iced Tea,Siblings;Parents,A lot (hot),Pizza
105168,5,8,Week day dinner;Late night snack,19,Titanic,Fanta,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
105185,1,9,At a party;Week day lunch,2,Avengers,Coke,Parents;Teachers,None,Shawarma
105202,2,10,Late night snack;Weekend lunch,3,Casablanca,Soda,Friends;Strangers,A little (mild),Pizza
105219,3,11,Week day dinner;At a party,4,Jurassic Park,Water,Teachers;Friends,A moderate amount (medium),Sushi
105236,4,12,Weekend lunch;Weekend dinner,5,Pulp Fiction,Iced Tea,Siblings;Parents,A lot (hot),Shawarma
105253,5,13,Week day dinner;Late night snack,6,Forrest Gump,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
105270,1,14,At a party;Week day lunch,7,Gladiator,Pepsi,Parents;Teachers,None,Sushi
105287,2,15,Late night snack;Weekend lunch,8,Star Wars,Sprite,Friends;Strangers,A little (mild),Shawarma
105304,3,3,Week day dinner;At a party,9,Interstellar,Water,Teachers;Friends,A moderate amount (medium),Pizza
105321,4,4,Weekend lunch;Weekend dinner,10,The Shawshank Redemption,Iced Tea,Siblings;Parents,A lot (hot),Sushi
105338,5,5,Week day dinner;Late night snack,11,The Dark Knight,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Shawarma
105355,1,6,At a party;Week day lunch,12,Inception,Coke,Parents;Teachers,None,Pizza
105372,2,7,Late night snack;Weekend lunch,13,The Godfather,Soda,Friends;Strangers,A little (mild),Sushi
105389,3,8,Week day dinner;At a party,14,Spirited Away,Water,Teachers;Friends,A moderate amount (medium),Shawarma
105406,4,9,Weekend lunch;Weekend dinner,15,The Matrix,Iced Tea,Siblings;Parents,A lot (hot),Pizza
105423,5,10,Week day dinner;Late night snack,16,Titanic,Fanta,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
105440,1,11,At a party;Week day lunch,17,Avengers,Coke,Parents;Teachers,None,Shawarma
105457,2,12,Late night snack;Weekend lunch,18,Casablanca,Soda,Friends;Strangers,A little (mild),Pizza
105474,3,13,Week day dinner;At a party,19,Jurassic Park,Water,Teachers;Friends,A moderate amount (medium),Sushi
105491,4,14,Weekend lunch;Weekend dinner,2,Pulp Fiction,Iced Tea,Siblings;Parents,A lot (hot),Shawarma
105508,5,15,Week day dinner;Late night snack,3,Forrest Gump,Lemonade,Teachers;Strangers,I will have some of this food item with my hot sauce,Pizza
100137,2,5,Week day dinner;Weekend lunch,9,The Godfather,Pepsi,Siblings;Teachers,A little (mild),Sushi
100274,3,7,Weekend lunch;Weekend dinner;At a party,7,Avengers,Sprite,Friends,A moderate amount (medium),Shawarma
100411,4,9,Weekend dinner,11,Toy Story,Water,Teachers;Parents,A lot (hot),Pizza
100548,5,8,At a party;Late night snack,12,Home Alone,Orange Juice,Strangers,I will have some of this food item with my hot sauce,Sushi
100685,1,10,Late night snack;Week day lunch;Week day dinner,10,Spider-Man,Diet Coke,Parents;Friends,None,Shawarma
100822,2,6,Week day dinner,14,Casablanca,Water,Teachers,A little (mild),Sushi
100959,3,9,Weekend lunch;Weekend dinner,10,Jurassic Park,Orange Juice,Friends;Strangers,A moderate amount (medium),Pizza
101096,4,4,Weekend dinner;At a party,12,The Matrix,Tea,Parents,A lot (hot),Sushi
101233,5,11,At a party,17,Deadpool,Coke,Teachers,I will have some of this food item with my hot sauce,Shawarma
101370,1,6,Late night snack;Week day lunch,8,Iron Man,Pepsi,Siblings,None,Pizza
101507,2,10,Week day dinner;Weekend lunch,22,Superbad,Sprite,Friends;Teachers,A little (mild),Sushi
101644,3,8,Weekend lunch,16,Finding Nemo,Diet Coke,Teachers,A moderate amount (medium),Shawarma
101781,4,12,Weekend dinner;At a party,10,Ratatouille,Water,Siblings;Strangers,A lot (hot),Pizza
101918,5,5,Week day lunch;Week day dinner;Weekend lunch,16,Inception,Coke,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
102055,1,8,Week day dinner,9,The Godfather,Pepsi,Friends,None,Shawarma
102192,2,6,Weekend lunch;Weekend dinner,14,Avengers,Sprite,Teachers;Parents,A little (mild),Pizza
102329,3,7,Weekend dinner;At a party;Late night snack,11,Toy Story,Water,Siblings;Teachers,A moderate amount (medium),Sushi
102466,4,11,At a party;Late night snack,19,Home Alone,Orange Juice,Strangers,A lot (hot),Shawarma
102603,5,6,Late night snack;Week day lunch;Week day dinner,8,Spider-Man,Diet Coke,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
102740,1,7,Week day dinner,10,Casablanca,Water,Teachers,None,Sushi
102877,2,10,Weekend lunch;Weekend dinner;At a party,13,Jurassic Park,Orange Juice,Friends;Siblings,A little (mild),Shawarma
103014,3,8,Weekend dinner,10,The Matrix,Tea,Teachers;Strangers,A moderate amount (medium),Pizza
103151,4,12,At a party;Late night snack,23,Deadpool,Coke,Parents;Friends,A lot (hot),Sushi
103288,5,5,Late night snack;Week day lunch;Week day dinner,8,Iron Man,Pepsi,Siblings;Teachers,I will have some of this food item with my hot sauce,Shawarma
103425,1,8,Week day dinner,13,Superbad,Sprite,Friends,None,Pizza
103562,2,6,Weekend lunch;Weekend dinner,15,Finding Nemo,Diet Coke,Teachers;Parents,A little (mild),Sushi
103699,3,7,Weekend dinner;At a party;Late night snack,9,Ratatouille,Water,Friends;Strangers,A moderate amount (medium),Shawarma
103836,4,11,At a party;Late night snack,18,Inception,Coke,Parents;Friends,A lot (hot),Pizza
103973,5,6,Late night snack;Week day lunch;Week day dinner,11,The Godfather,Pepsi,Teachers;Siblings,I will have some of this food item with my hot sauce,Sushi
104110,1,10,Week day dinner,17,Avengers,Sprite,Friends,None,Shawarma
104247,2,8,Weekend lunch;Weekend dinner;At a party,12,Toy Story,Water,Teachers;Parents,A little (mild),Pizza
104384,3,12,Weekend dinner;At a party;Late night snack,16,Home Alone,Orange Juice,Siblings;Friends,A moderate amount (medium),Sushi
104521,4,5,Late night snack;Week day lunch,8,Spider-Man,Diet Coke,Teachers,A lot (hot),Shawarma
104658,5,8,Week day dinner,14,Casablanca,Water,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
104795,1,6,Weekend lunch;Weekend dinner,11,Jurassic Park,Orange Juice,Teachers;Strangers,None,Sushi
104932,2,10,Weekend dinner;At a party;Late night snack,20,The Matrix,Tea,Siblings;Teachers,A little (mild),Shawarma
105069,3,8,At a party,12,Deadpool,Coke,Parents;Friends,A moderate amount (medium),Pizza
105206,4,12,Late night snack;Week day lunch;Week day dinner,25,Iron Man,Pepsi,Teachers;Siblings,A lot (hot),Sushi
105343,5,5,Week day dinner,9,Superbad,Sprite,Friends,I will have some of this food item with my hot sauce,Shawarma
105480,1,8,Weekend lunch;Weekend dinner,13,Finding Nemo,Diet Coke,Parents;Teachers,None,Pizza
105617,2,6,Weekend dinner;At a party;Late night snack,11,Ratatouille,Water,Siblings;Friends,A little (mild),Sushi
105754,3,7,Late night snack;Week day lunch,10,Inception,Coke,Teachers;Strangers,A moderate amount (medium),Shawarma
105891,4,11,Week day dinner,19,The Godfather,Pepsi,Parents;Friends,A lot (hot),Pizza
106028,5,6,Weekend lunch;Weekend dinner;At a party,10,Avengers,Sprite,Teachers;Siblings,I will have some of this food item with my hot sauce,Sushi
106165,1,10,Weekend dinner;At a party;Late night snack,14,Toy Story,Water,Friends;Teachers,None,Shawarma
106302,2,8,Late night snack;Week day lunch;Week day dinner,12,Home Alone,Orange Juice,Siblings;Parents,A little (mild),Pizza
106439,3,12,Week day dinner,20,Spider-Man,Diet Coke,Teachers;Friends,A moderate amount (medium),Sushi
106576,4,5,Weekend lunch;Weekend dinner;At a party,8,Casablanca,Water,Parents;Strangers,A lot (hot),Shawarma
106713,5,8,Weekend dinner;At a party;Late night snack,16,Jurassic Park,Pepsi,Friends;Teachers,I will have some of this food item with my hot sauce,Pizza
106850,1,6,Late night snack;Week day lunch,11,The Matrix,Sprite,Siblings;Friends,None,Sushi
106987,2,10,Week day dinner;Weekend lunch;Weekend dinner,15,Deadpool,Diet Coke,Teachers;Parents,A little (mild),Shawarma
107124,3,8,Weekend lunch;Weekend dinner,12,Iron Man,Water,Friends;Strangers,A moderate amount (medium),Pizza
107261,4,12,Weekend dinner;At a party;Late night snack,18,Superbad,Coke,Parents;Friends,A lot (hot),Sushi
107398,5,5,At a party;Late night snack,9,Finding Nemo,Pepsi,Teachers;Siblings,I will have some of this food item with my hot sauce,Shawarma
107535,1,8,Late night snack;Week day lunch;Week day dinner,13,Ratatouille,Sprite,Friends;Teachers,None,Pizza
107672,2,6,Week day dinner,10,Inception,Diet Coke,Parents;Friends,A little (mild),Sushi
107809,3,7,Weekend lunch;Weekend dinner;At a party,12,The Godfather,Water,Teachers;Siblings,A moderate amount (medium),Shawarma
107946,4,11,Weekend dinner;At a party;Late night snack,17,Avengers,Coke,Parents;Friends,A lot (hot),Pizza
108083,5,6,Late night snack;Week day lunch,8,Toy Story,Pepsi,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
108220,1,10,Week day dinner;Weekend lunch;Weekend dinner,14,Home Alone,Sprite,Siblings;Teachers,None,Shawarma
108357,2,8,Weekend lunch;Weekend dinner,13,Spider-Man,Diet Coke,Parents;Friends,A little (mild),Pizza
108494,3,12,Weekend dinner;At a party;Late night snack,22,Casablanca,Water,Teachers;Siblings,A moderate amount (medium),Sushi
108631,4,5,Late night snack;Week day lunch;Week day dinner,9,Jurassic Park,Pepsi,Friends;Parents,A lot (hot),Shawarma
108768,5,8,Week day dinner,12,The Matrix,Sprite,Teachers;Friends,I will have some of this food item with my hot sauce,Pizza
108905,1,6,Weekend lunch;Weekend dinner;At a party,11,Deadpool,Diet Coke,Siblings;Strangers,None,Sushi
109042,2,10,Weekend dinner;At a party;Late night snack,16,Iron Man,Water,Teachers;Parents,A little (mild),Shawarma
109179,3,8,Late night snack;Week day lunch,10,Superbad,Coke,Friends;Teachers,A moderate amount (medium),Pizza
109316,4,12,Week day dinner,20,Finding Nemo,Pepsi,Parents;Siblings,A lot (hot),Sushi
109453,5,5,Weekend lunch;Weekend dinner;At a party,8,Ratatouille,Sprite,Teachers;Friends,I will have some of this food item with my hot sauce,Shawarma
109590,1,8,Weekend dinner;At a party;Late night snack,13,Inception,Diet Coke,Parents;Friends,None,Pizza
109727,2,6,Late night snack;Week day lunch;Week day dinner,11,The Godfather,Water,Teachers;Siblings,A little (mild),Sushi
109864,3,7,Weekend lunch;Weekend dinner;At a party,14,Avengers,Pepsi,Friends;Teachers,A moderate amount (medium),Shawarma
110001,4,11,Weekend dinner;At a party;Late night snack,19,Toy Story,Sprite,Parents;Friends,A lot (hot),Pizza
110138,5,6,Late night snack;Week day lunch,9,Home Alone,Diet Coke,Teachers;Strangers,I will have some of this food item with my hot sauce,Sushi
110275,1,10,Week day dinner;Weekend lunch;Weekend dinner,17,Spider-Man,Water,Siblings;Teachers,None,Shawarma
110412,2,8,Weekend lunch;Weekend dinner,12,Casablanca,Coke,Parents;Friends,A little (mild),Pizza
110549,3,12,Weekend dinner;At a party;Late night snack,16,Jurassic Park,Pepsi,Teachers;Siblings,A moderate amount (medium),Sushi
110686,4,5,Late night snack;Week day lunch;Week day dinner,8,The Matrix,Sprite,Friends;Teachers,A lot (hot),Shawarma
110823,5,8,Week day dinner,13,Deadpool,Diet Coke,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
110960,1,6,Weekend lunch;Weekend dinner;At a party,11,Iron Man,Water,Teachers;Siblings,None,Sushi
111097,2,10,Weekend dinner;At a party;Late night snack,15,Superbad,Coke,Friends;Parents,A little (mild),Shawarma
111234,3,8,Late night snack;Week day lunch,12,Finding Nemo,Pepsi,Teachers;Friends,A moderate amount (medium),Pizza
111371,4,12,Week day dinner,22,Ratatouille,Sprite,Parents;Siblings,A lot (hot),Sushi
111508,5,5,Weekend lunch;Weekend dinner;At a party,8,Inception,Diet Coke,Teachers;Friends,I will have some of this food item with my hot sauce,Shawarma
111645,1,8,Weekend dinner;At a party;Late night snack,13,The Godfather,Water,Siblings;Teachers,None,Pizza
111782,2,6,Late night snack;Week day lunch;Week day dinner,11,Avengers,Coke,Parents;Friends,A little (mild),Sushi
111919,3,7,Weekend lunch;Weekend dinner;At a party,14,Toy Story,Pepsi,Teachers;Siblings,A moderate amount (medium),Shawarma
112056,4,11,Weekend dinner;At a party;Late night snack,19,Home Alone,Sprite,Friends;Teachers,A lot (hot),Pizza
112193,5,6,Late night snack;Week day lunch,8,Spider-Man,Diet Coke,Parents;Friends,I will have some of this food item with my hot sauce,Sushi
112330,1,10,Week day dinner;Weekend lunch;Weekend dinner,17,Casablanca,Water,Teachers;Strangers,None,Shawarma
112467,2,8,Weekend lunch;Weekend dinner,12,Jurassic Park,Coke,Siblings;Friends,A little (mild),Pizza
112604,3,12,Weekend dinner;At a party;Late night snack,16,The Matrix,Pepsi,Teachers;Parents,A moderate amount (medium),Sushi
112741,4,5,Late night snack;Week day lunch;Week day dinner,9,Deadpool,Sprite,Friends;Teachers,A lot (hot),Shawarma
112878,5,8,Week day dinner,12,Iron Man,Diet Coke,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
113015,1,6,Weekend lunch;Weekend dinner;At a party,11,Superbad,Water,Teachers;Siblings,None,Sushi
113152,2,10,Weekend dinner;At a party;Late night snack,15,Finding Nemo,Coke,Parents;Friends,A little (mild),Shawarma
113289,3,8,Late night snack;Week day lunch,10,Ratatouille,Pepsi,Teachers;Strangers,A moderate amount (medium),Pizza
113426,4,12,Week day dinner,20,Inception,Sprite,Friends;Teachers,A lot (hot),Sushi
113563,5,5,Weekend lunch;Weekend dinner;At a party,8,The Godfather,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
113700,1,8,Weekend dinner;At a party;Late night snack,13,Avengers,Water,Teachers;Friends,None,Pizza
113837,2,6,Late night snack;Week day lunch;Week day dinner,11,Toy Story,Coke,Siblings;Teachers,A little (mild),Sushi
113974,3,7,Weekend lunch;Weekend dinner;At a party,14,Home Alone,Pepsi,Parents;Friends,A moderate amount (medium),Shawarma
114111,4,11,Weekend dinner;At a party;Late night snack,19,Spider-Man,Sprite,Teachers;Siblings,A lot (hot),Pizza
114248,5,6,Late night snack;Week day lunch,9,Casablanca,Diet Coke,Friends;Teachers,I will have some of this food item with my hot sauce,Sushi
114385,1,10,Week day dinner;Weekend lunch;Weekend dinner,17,Jurassic Park,Water,Parents;Friends,None,Shawarma
114522,2,8,Weekend lunch;Weekend dinner,12,The Matrix,Coke,Teachers;Siblings,A little (mild),Pizza
114659,3,12,Weekend dinner;At a party;Late night snack,16,Deadpool,Pepsi,Parents;Friends,A moderate amount (medium),Sushi
114796,4,5,Late night snack;Week day lunch;Week day dinner,8,Iron Man,Sprite,Teachers;Friends,A lot (hot),Shawarma
114933,5,8,Week day dinner,13,Superbad,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
115070,1,6,Weekend lunch;Weekend dinner;At a party,11,Finding Nemo,Water,Teachers;Friends,None,Sushi
115207,2,10,Weekend dinner;At a party;Late night snack,15,Ratatouille,Coke,Parents;Teachers,A little (mild),Shawarma
115344,3,8,Late night snack;Week day lunch,10,Inception,Pepsi,Friends;Siblings,A moderate amount (medium),Pizza
115481,4,12,Week day dinner,20,The Godfather,Sprite,Teachers;Friends,A lot (hot),Sushi
115618,5,5,Weekend lunch;Weekend dinner;At a party,8,Avengers,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
115755,1,8,Weekend dinner;At a party;Late night snack,13,Toy Story,Water,Teachers;Friends,None,Pizza
115892,2,6,Late night snack;Week day lunch;Week day dinner,11,Home Alone,Coke,Parents;Teachers,A little (mild),Sushi
116029,3,7,Weekend lunch;Weekend dinner;At a party,14,Spider-Man,Pepsi,Friends;Siblings,A moderate amount (medium),Shawarma
116166,4,11,Weekend dinner;At a party;Late night snack,19,Casablanca,Sprite,Teachers;Friends,A lot (hot),Pizza
116303,5,6,Late night snack;Week day lunch,9,Jurassic Park,Diet Coke,Parents;Teachers,I will have some of this food item with my hot sauce,Sushi
116440,1,10,Week day dinner;Weekend lunch;Weekend dinner,17,The Matrix,Water,Friends;Teachers,None,Shawarma
116577,2,8,Weekend lunch;Weekend dinner,12,Deadpool,Coke,Parents;Friends,A little (mild),Pizza
116714,3,12,Weekend dinner;At a party;Late night snack,16,Iron Man,Pepsi,Teachers;Siblings,A moderate amount (medium),Sushi
116851,4,5,Late night snack;Week day lunch;Week day dinner,8,Superbad,Sprite,Friends;Teachers,A lot (hot),Shawarma
116988,5,8,Week day dinner,13,Finding Nemo,Diet Coke,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
117125,1,6,Weekend lunch;Weekend dinner;At a party,11,Ratatouille,Water,Teachers;Siblings,None,Sushi
117262,2,10,Weekend dinner;At a party;Late night snack,15,Inception,Coke,Parents;Friends,A little (mild),Shawarma
117399,3,8,Late night snack;Week day lunch,10,The Godfather,Pepsi,Teachers;Siblings,A moderate amount (medium),Pizza
117536,4,12,Week day dinner,20,Avengers,Sprite,Friends;Teachers,A lot (hot),Sushi
117673,5,5,Weekend lunch;Weekend dinner;At a party,8,Toy Story,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
117810,1,8,Weekend dinner;At a party;Late night snack,13,Home Alone,Water,Teachers;Friends,None,Pizza
117947,2,6,Late night snack;Week day lunch;Week day dinner,11,Spider-Man,Coke,Parents;Teachers,A little (mild),Sushi
118084,3,7,Weekend lunch;Weekend dinner;At a party,14,Casablanca,Pepsi,Friends;Siblings,A moderate amount (medium),Shawarma
118221,4,11,Weekend dinner;At a party;Late night snack,19,Jurassic Park,Sprite,Teachers;Friends,A lot (hot),Pizza
118358,5,6,Late night snack;Week day lunch,9,The Matrix,Diet Coke,Parents;Teachers,I will have some of this food item with my hot sauce,Sushi
118495,1,10,Week day dinner;Weekend lunch;Weekend dinner,17,Deadpool,Water,Friends;Teachers,None,Shawarma
118632,2,8,Weekend lunch;Weekend dinner,12,Iron Man,Coke,Parents;Friends,A little (mild),Pizza
118769,3,12,Weekend dinner;At a party;Late night snack,16,Superbad,Pepsi,Teachers;Siblings,A moderate amount (medium),Sushi
118906,4,5,Late night snack;Week day lunch;Week day dinner,8,Finding Nemo,Sprite,Friends;Teachers,A lot (hot),Shawarma
119043,5,8,Week day dinner,13,Ratatouille,Diet Coke,Parents;Friends,I will have some of this food item with my hot sauce,Pizza
119180,1,6,Weekend lunch;Weekend dinner;At a party,11,Inception,Water,Teachers;Siblings,None,Sushi
119317,2,10,Weekend dinner;At a party;Late night snack,15,The Godfather,Coke,Parents;Friends,A little (mild),Shawarma
119454,3,8,Late night snack;Week day lunch,10,Avengers,Pepsi,Teachers;Siblings,A moderate amount (medium),Pizza
119591,4,12,Week day dinner,20,Toy Story,Sprite,Friends;Teachers,A lot (hot),Sushi
119728,5,5,Weekend lunch;Weekend dinner;At a party,8,Home Alone,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
119865,1,8,Weekend dinner;At a party;Late night snack,13,Spider-Man,Water,Teachers;Friends,None,Pizza
120002,2,6,Late night snack;Week day lunch;Week day dinner,11,Casablanca,Coke,Parents;Teachers,A little (mild),Sushi
120139,3,7,Weekend lunch;Weekend dinner;At a party,14,Jurassic Park,Pepsi,Friends;Siblings,A moderate amount (medium),Shawarma
120276,4,11,Weekend dinner;At a party;Late night snack,19,The Matrix,Sprite,Teachers;Friends,A lot (hot),Pizza
120413,5,6,Late night snack;Week day lunch,9,Deadpool,Diet Coke,Parents;Teachers,I will have some of this food item with my hot sauce,Sushi
120550,1,10,Week day dinner;Weekend lunch;Weekend dinner,17,Iron Man,Water,Friends;Teachers,None,Shawarma
120687,2,8,Weekend lunch;Weekend dinner,12,Superbad,Coke,Parents;Friends,A little (mild),Pizza
120824,3,12,Weekend dinner;At a party;Late night snack,16,Finding Nemo,Pepsi,Teachers;Siblings,A moderate amount (medium),Sushi
120961,4,5,Late night snack;Week day lunch;Week day dinner,8,Ratatouille,Sprite,Friends;Teachers,A lot (hot),Shawarma
121098,5,8,Week day dinner,13,Inception,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
121235,1,6,Weekend lunch;Weekend dinner;At a party,11,The Godfather,Water,Teachers;Friends,None,Sushi
121372,2,10,Weekend dinner;At a party;Late night snack,15,Avengers,Coke,Parents;Teachers,A little (mild),Shawarma
121509,3,8,Late night snack;Week day lunch,10,Toy Story,Pepsi,Friends;Siblings,A moderate amount (medium),Pizza
121646,4,12,Week day dinner,20,Home Alone,Sprite,Teachers;Friends,A lot (hot),Sushi
121783,5,5,Weekend lunch;Weekend dinner;At a party,8,Spider-Man,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
121920,1,8,Weekend dinner;At a party;Late night snack,13,Casablanca,Water,Teachers;Friends,None,Pizza
122057,2,6,Late night snack;Week day lunch;Week day dinner,11,Jurassic Park,Coke,Parents;Teachers,A little (mild),Sushi
122194,3,7,Weekend lunch;Weekend dinner;At a party,14,The Matrix,Pepsi,Friends;Siblings,A moderate amount (medium),Shawarma
122331,4,11,Weekend dinner;At a party;Late night snack,19,Deadpool,Sprite,Teachers;Friends,A lot (hot),Pizza
122468,5,6,Late night snack;Week day lunch,9,Iron Man,Diet Coke,Parents;Teachers,I will have some of this food item with my hot sauce,Sushi
122605,1,10,Week day dinner;Weekend lunch;Weekend dinner,17,Superbad,Water,Friends;Teachers,None,Shawarma
122742,2,8,Weekend lunch;Weekend dinner,12,Finding Nemo,Coke,Parents;Friends,A little (mild),Pizza
122879,3,12,Weekend dinner;At a party;Late night snack,16,Ratatouille,Pepsi,Teachers;Siblings,A moderate amount (medium),Sushi
123016,4,5,Late night snack;Week day lunch;Week day dinner,8,Inception,Sprite,Friends;Teachers,A lot (hot),Shawarma
123153,5,8,Week day dinner,13,The Godfather,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
123290,1,6,Weekend lunch;Weekend dinner;At a party,11,Avengers,Water,Teachers;Friends,None,Sushi
123427,2,10,Weekend dinner;At a party;Late night snack,15,Toy Story,Coke,Parents;Teachers,A little (mild),Shawarma
123564,3,8,Late night snack;Week day lunch,10,Home Alone,Pepsi,Friends;Siblings,A moderate amount (medium),Pizza
123701,4,12,Week day dinner,20,Spider-Man,Sprite,Teachers;Friends,A lot (hot),Sushi
123838,5,5,Weekend lunch;Weekend dinner;At a party,8,Casablanca,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
123975,1,8,Weekend dinner;At a party;Late night snack,13,Jurassic Park,Water,Teachers;Friends,None,Pizza
124112,2,6,Late night snack;Week day lunch;Week day dinner,11,The Matrix,Coke,Parents;Teachers,A little (mild),Sushi
124249,3,7,Weekend lunch;Weekend dinner;At a party,14,Deadpool,Pepsi,Friends;Siblings,A moderate amount (medium),Shawarma
124386,4,11,Weekend dinner;At a party;Late night snack,19,Iron Man,Sprite,Teachers;Friends,A lot (hot),Pizza
124523,5,6,Late night snack;Week day lunch,9,Superbad,Diet Coke,Parents;Teachers,I will have some of this food item with my hot sauce,Sushi
124660,1,10,Week day dinner;Weekend lunch;Weekend dinner,17,Finding Nemo,Water,Friends;Teachers,None,Shawarma
124797,2,8,Weekend lunch;Weekend dinner,12,Ratatouille,Coke,Parents;Friends,A little (mild),Pizza
124934,3,12,Weekend dinner;At a party;Late night snack,16,Inception,Pepsi,Teachers;Siblings,A moderate amount (medium),Sushi
125071,4,5,Late night snack;Week day lunch;Week day dinner,8,The Godfather,Sprite,Friends;Teachers,A lot (hot),Shawarma
125208,5,8,Week day dinner,13,Avengers,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Pizza
125345,1,6,Weekend lunch;Weekend dinner;At a party,11,Toy Story,Water,Teachers;Friends,None,Sushi
125482,2,10,Weekend dinner;At a party;Late night snack,15,Home Alone,Coke,Parents;Teachers,A little (mild),Shawarma
125619,3,8,Late night snack;Week day lunch,10,Spider-Man,Pepsi,Friends;Siblings,A moderate amount (medium),Pizza
125756,4,12,Week day dinner,20,Casablanca,Sprite,Teachers;Friends,A lot (hot),Sushi
125893,5,5,Weekend lunch;Weekend dinner;At a party,8,Jurassic Park,Diet Coke,Parents;Siblings,I will have some of this food item with my hot sauce,Shawarma
126030,1,8,Weekend dinner;At a party;Late night snack,13,The Matrix,Water,Teachers;Friends,None,Pizza
